DataTransacao,Cliente,TipoTransacao,Valor_Transacoes,Bandeira,Aprovado
2023-05-19 16:34:30,Cliente 1,Saque,2449.18,Amex,Não
2023-06-22 10:16:40,Cliente 2,Compra,530.57,Amex,Sim
2023-01-14 20:18:28,Cliente 8,Saque,3840.78,Amex,Não
2023-02-20 00:58:18,Cliente 5,Saque,4720.19,Elo,Não
2023-10-23 00:27:17,Cliente 5,Compra,322.78,Visa,Não
2023-06-16 14:43:52,Cliente 3,Compra,3094.07,MasterCard,Sim
2023-01-11 22:42:08,Cliente 2,Compra,2284.88,Amex,Não
2023-07-22 15:42:14,Cliente 6,Compra,3780.03,Visa,Sim
2023-07-07 03:36:58,Cliente 3,Compra,3272.37,Elo,Não
2023-10-10 09:12:55,Cliente 3,Fraude,3974.83,Visa,Sim
2023-09-27 23:41:31,Cliente 7,Estorno,846.89,Visa,Sim
2023-12-17 22:53:07,Cliente 4,Estorno,1161.42,Amex,Sim
2023-12-21 21:24:03,Cliente 7,Compra,4845.31,Amex,Não
2023-12-07 01:50:49,Cliente 1,Fraude,645.72,MasterCard,Sim
2023-01-02 04:16:26,Cliente 3,Fraude,1772.48,MasterCard,Sim
2023-03-25 23:17:46,Cliente 2,Compra,2090.41,Amex,Não
2023-08-10 13:42:45,Cliente 5,Fraude,4972.15,MasterCard,Sim
2023-09-17 10:16:14,Cliente 7,Fraude,1586.39,Amex,Sim
2023-08-12 05:10:47,Cliente 7,Estorno,4959.05,MasterCard,Não
2023-09-15 22:06:45,Cliente 1,Fraude,624.17,Visa,Não
2023-02-15 11:02:30,Cliente 10,Estorno,2649.32,MasterCard,Sim
2023-08-23 16:59:02,Cliente 1,Saque,3324.64,MasterCard,Sim
2023-07-30 21:37:14,Cliente 2,Fraude,3154.43,Elo,Não
2023-04-26 17:22:37,Cliente 7,Estorno,3616.42,Amex,Sim
2023-02-11 05:13:47,Cliente 5,Saque,3330.71,Elo,Não
2023-01-31 04:49:42,Cliente 1,Fraude,334.6,Amex,Não
2023-02-26 04:58:33,Cliente 4,Compra,4737.66,Visa,Sim
2023-12-30 10:50:55,Cliente 6,Estorno,4105.62,MasterCard,Não
2023-02-02 15:21:24,Cliente 8,Estorno,3231.4,MasterCard,Não
2023-06-03 04:11:25,Cliente 10,Fraude,4471.73,MasterCard,Não
2023-11-23 22:38:03,Cliente 3,Saque,4048.66,Elo,Sim
2023-10-11 19:37:50,Cliente 3,Estorno,1653.36,Amex,Sim
2023-07-31 06:31:53,Cliente 9,Fraude,452.85,Amex,Sim
2023-05-20 05:31:37,Cliente 9,Fraude,4213.94,Elo,Sim
2023-01-12 05:58:29,Cliente 1,Saque,1015.59,Amex,Sim
2023-07-01 03:38:48,Cliente 8,Estorno,2136.63,Visa,Sim
2023-08-12 08:26:05,Cliente 8,Fraude,4181.43,Elo,Sim
2023-03-01 11:20:21,Cliente 9,Estorno,4445.72,Visa,Sim
2023-11-26 08:03:44,Cliente 6,Fraude,3721.58,MasterCard,Não
2023-04-25 00:45:38,Cliente 7,Saque,4988.66,Amex,Sim
2023-09-28 14:17:04,Cliente 5,Estorno,4510.42,Amex,Não
2023-01-16 08:57:24,Cliente 1,Saque,3550.96,Visa,Não
2023-07-08 10:05:32,Cliente 8,Fraude,2127.78,Visa,Sim
2023-07-29 23:11:47,Cliente 8,Compra,4933.15,Amex,Sim
2023-05-27 10:13:41,Cliente 5,Saque,1072.77,Visa,Sim
2023-09-08 00:29:23,Cliente 7,Fraude,4873.26,Amex,Não
2023-03-12 14:03:16,Cliente 5,Fraude,4720.61,Visa,Sim
2023-04-26 10:28:29,Cliente 8,Compra,2293.84,Elo,Sim
2023-12-17 12:41:43,Cliente 1,Compra,4039.94,Elo,Não
2023-06-12 04:09:43,Cliente 1,Saque,3300.27,Visa,Sim
2023-07-26 13:11:22,Cliente 9,Compra,2779.37,Visa,Sim
2023-01-04 13:30:07,Cliente 1,Compra,3124.71,MasterCard,Não
2023-01-10 23:30:00,Cliente 8,Estorno,4992.37,Amex,Não
2023-10-15 01:20:30,Cliente 2,Saque,4150.47,Elo,Não
2023-10-24 09:17:25,Cliente 4,Estorno,4774.02,Elo,Sim
2023-07-09 18:26:13,Cliente 8,Fraude,4255.3,Elo,Não
2023-11-21 05:00:34,Cliente 2,Saque,2519.49,Visa,Sim
2023-02-13 14:00:26,Cliente 6,Fraude,3813.79,Amex,Não
2023-11-09 16:34:08,Cliente 4,Saque,3079.55,Elo,Sim
2023-01-27 10:17:46,Cliente 6,Estorno,2640.04,Amex,Sim
2023-06-10 14:07:36,Cliente 9,Compra,4887.75,Elo,Sim
2023-01-15 23:47:42,Cliente 2,Saque,1764.73,MasterCard,Não
2023-11-18 13:19:52,Cliente 7,Fraude,4992.7,Elo,Não
2023-10-13 20:08:12,Cliente 5,Estorno,4460.78,Amex,Não
2023-06-18 21:04:34,Cliente 9,Fraude,203.01,Visa,Sim
2023-09-17 14:40:58,Cliente 6,Saque,340.77,Amex,Não
2023-08-28 10:03:08,Cliente 4,Estorno,425.29,Visa,Não
2023-02-24 21:21:58,Cliente 2,Compra,1411.01,Visa,Não
2023-05-24 04:45:51,Cliente 1,Estorno,2537.62,Amex,Sim
2023-09-06 17:21:50,Cliente 9,Estorno,3492.33,Visa,Não
2023-05-03 04:40:09,Cliente 1,Saque,1078.46,Elo,Não
2023-06-27 02:09:15,Cliente 8,Fraude,3251.59,MasterCard,Sim
2023-08-05 17:58:26,Cliente 2,Saque,843.39,Elo,Sim
2023-05-12 12:38:35,Cliente 2,Compra,1050.61,Elo,Sim
2023-04-28 23:48:15,Cliente 1,Compra,2174.43,Visa,Não
2023-02-15 22:35:55,Cliente 10,Saque,2832.18,Elo,Sim
2023-02-20 20:35:09,Cliente 10,Compra,190.7,Visa,Sim
2023-10-21 18:42:11,Cliente 6,Compra,1978.38,MasterCard,Não
2023-12-15 14:24:24,Cliente 5,Fraude,1435.75,Amex,Sim
2023-11-22 20:49:04,Cliente 4,Compra,3704.76,Amex,Não
2023-10-24 17:48:40,Cliente 9,Saque,659.44,Elo,Não
2023-09-07 21:40:49,Cliente 9,Estorno,1868.2,MasterCard,Sim
2023-09-12 02:50:17,Cliente 5,Fraude,2476.77,Visa,Não
2023-08-23 17:25:46,Cliente 6,Saque,1889.53,Amex,Não
2023-05-29 05:39:35,Cliente 7,Saque,3762.36,Elo,Não
2023-05-06 00:14:27,Cliente 8,Compra,2135.32,Visa,Não
2023-03-12 23:00:33,Cliente 10,Estorno,4093.87,Amex,Sim
2023-10-28 11:42:35,Cliente 7,Estorno,1372.15,Elo,Sim
2023-03-22 20:01:43,Cliente 2,Fraude,4718.58,Visa,Não
2023-07-16 03:23:19,Cliente 1,Estorno,4093.63,Elo,Sim
2023-02-27 08:43:18,Cliente 10,Compra,2346.72,Visa,Sim
2023-09-15 13:11:46,Cliente 5,Estorno,1268.72,Elo,Não
2023-07-22 20:17:21,Cliente 5,Saque,3954.44,Elo,Não
2023-11-11 09:04:49,Cliente 10,Saque,3283.83,MasterCard,Sim
2023-01-16 12:37:02,Cliente 2,Saque,3525.79,MasterCard,Não
2023-01-05 07:50:42,Cliente 1,Compra,3583.46,Elo,Sim
2023-11-16 09:20:46,Cliente 9,Saque,357.93,Visa,Não
2023-10-03 21:37:09,Cliente 4,Compra,2244.06,MasterCard,Não
2023-12-02 15:52:59,Cliente 6,Estorno,1078.22,Amex,Não
2023-04-25 02:33:35,Cliente 3,Fraude,839.13,Visa,Sim
2023-03-15 09:13:38,Cliente 1,Fraude,4674.69,Elo,Sim
2023-03-08 14:05:56,Cliente 2,Saque,147.9,Elo,Não
2023-06-10 15:45:51,Cliente 8,Fraude,1755.8,Visa,Não
2023-02-18 21:48:33,Cliente 7,Saque,373.94,Visa,Não
2023-07-06 00:40:55,Cliente 7,Fraude,1551.41,Amex,Não
2023-09-25 23:57:35,Cliente 7,Fraude,329.31,Elo,Não
2023-05-14 03:49:54,Cliente 6,Fraude,3064.96,Visa,Sim
2023-05-19 23:12:33,Cliente 1,Saque,2405.8,MasterCard,Não
2023-10-30 16:52:22,Cliente 7,Saque,4540.7,MasterCard,Não
2023-12-15 21:51:54,Cliente 3,Saque,4960.08,Amex,Sim
2023-02-08 13:44:09,Cliente 7,Saque,3652.24,Elo,Sim
2023-01-28 16:24:58,Cliente 4,Saque,1476.52,Amex,Sim
2023-10-12 15:00:57,Cliente 4,Saque,699.22,Elo,Sim
2023-12-03 15:32:52,Cliente 8,Saque,612.22,Visa,Sim
2023-10-11 12:55:09,Cliente 7,Saque,4101.82,Visa,Sim
2023-08-06 15:14:05,Cliente 2,Compra,3400.39,Amex,Sim
2023-02-09 03:31:35,Cliente 2,Fraude,1728.02,Elo,Não
2023-03-13 11:49:33,Cliente 5,Fraude,3020.89,Visa,Não
2023-09-20 04:08:24,Cliente 3,Saque,331.67,Amex,Não
2023-08-08 01:24:51,Cliente 2,Saque,2790.83,Amex,Sim
2023-04-14 18:04:58,Cliente 6,Fraude,336.65,Amex,Não
2023-01-15 05:40:06,Cliente 4,Compra,819.32,MasterCard,Não
2023-12-28 08:56:27,Cliente 5,Fraude,4141.18,Amex,Não
2023-03-26 11:55:21,Cliente 8,Estorno,2036.36,MasterCard,Sim
2023-11-03 08:51:05,Cliente 5,Estorno,3421.23,Visa,Sim
2023-09-03 23:12:13,Cliente 8,Saque,549.67,Elo,Sim
2023-04-09 02:38:40,Cliente 9,Saque,582.17,MasterCard,Sim
2023-10-23 17:53:18,Cliente 6,Fraude,1922.56,Elo,Sim
2023-09-09 13:39:16,Cliente 4,Compra,1218.51,Elo,Sim
2023-08-17 04:44:25,Cliente 2,Fraude,4322.68,Visa,Não
2023-04-20 15:22:03,Cliente 5,Compra,3701.8,Amex,Não
2023-04-15 23:31:09,Cliente 3,Compra,3155.51,Elo,Sim
2023-02-10 23:41:47,Cliente 10,Estorno,688.11,MasterCard,Sim
2023-09-22 13:00:08,Cliente 3,Saque,2417.79,MasterCard,Sim
2023-12-21 00:11:34,Cliente 10,Saque,4566.66,Elo,Não
2023-01-23 18:53:42,Cliente 6,Compra,84.83,MasterCard,Sim
2023-03-10 19:03:41,Cliente 9,Estorno,2276.31,Elo,Não
2023-04-24 22:12:29,Cliente 3,Estorno,2005.93,Visa,Não
2023-04-02 20:50:01,Cliente 2,Fraude,3149.8,MasterCard,Não
2023-04-28 18:07:41,Cliente 5,Fraude,989.02,MasterCard,Não
2023-12-04 10:20:19,Cliente 2,Compra,3147.52,MasterCard,Não
2023-03-28 04:46:03,Cliente 9,Fraude,1875.39,MasterCard,Sim
2023-11-01 19:38:15,Cliente 5,Compra,3401.62,Visa,Sim
2023-06-19 09:39:26,Cliente 6,Estorno,2768.28,Elo,Não
2023-04-07 11:08:26,Cliente 8,Compra,1983.6,Amex,Sim
2023-11-23 21:29:57,Cliente 3,Fraude,188.89,Amex,Sim
2023-09-05 13:25:48,Cliente 9,Fraude,3167.45,Elo,Não
2023-03-11 15:38:42,Cliente 10,Compra,1977.22,MasterCard,Não
2023-01-19 13:17:36,Cliente 1,Compra,3069.7,Visa,Não
2023-04-13 00:20:26,Cliente 6,Saque,3032.8,MasterCard,Não
2023-04-24 14:09:49,Cliente 4,Fraude,1349.7,Amex,Sim
2023-02-20 12:19:57,Cliente 7,Estorno,4333.95,Amex,Sim
2023-05-18 17:48:06,Cliente 2,Fraude,1272.55,MasterCard,Sim
2023-04-03 07:29:50,Cliente 5,Saque,2358.98,Visa,Não
2023-02-03 18:24:40,Cliente 3,Compra,1897.62,Amex,Não
2023-02-02 16:20:59,Cliente 6,Estorno,2202.46,Elo,Sim
2023-02-02 12:58:51,Cliente 6,Estorno,2531.17,MasterCard,Sim
2023-04-10 18:35:06,Cliente 2,Saque,4080.75,Amex,Não
2023-03-17 23:49:03,Cliente 8,Compra,476.59,MasterCard,Sim
2023-04-02 18:35:00,Cliente 8,Estorno,4313.4,Amex,Sim
2023-01-31 15:24:32,Cliente 4,Saque,4119.98,Amex,Não
2023-06-23 15:26:59,Cliente 10,Estorno,2343.69,MasterCard,Sim
2023-08-25 18:41:32,Cliente 1,Fraude,3290.41,MasterCard,Sim
2023-10-31 23:15:46,Cliente 1,Saque,3982.59,Elo,Não
2023-10-24 03:52:40,Cliente 4,Compra,4528.1,Elo,Não
2023-04-22 15:20:43,Cliente 5,Saque,2350.42,Amex,Sim
2023-12-27 06:04:52,Cliente 9,Saque,4308.8,Visa,Sim
2023-07-26 05:21:45,Cliente 3,Saque,3517.9,Amex,Sim
2023-03-21 06:48:30,Cliente 8,Estorno,2634.46,MasterCard,Não
2023-12-22 23:07:32,Cliente 2,Compra,382.73,MasterCard,Não
2023-05-14 11:57:05,Cliente 9,Fraude,685.77,MasterCard,Não
2023-11-04 05:55:29,Cliente 10,Compra,2879.54,MasterCard,Sim
2023-11-24 23:35:54,Cliente 4,Saque,662.99,Elo,Não
2023-03-11 11:00:11,Cliente 3,Saque,2217.22,Amex,Sim
2023-03-22 19:20:25,Cliente 4,Fraude,2622.21,Visa,Sim
2023-06-28 17:46:47,Cliente 4,Compra,3497.63,MasterCard,Não
2023-09-06 01:56:11,Cliente 7,Fraude,3237.45,MasterCard,Sim
2023-09-25 19:55:59,Cliente 6,Saque,1795.86,MasterCard,Não
2023-10-29 21:31:45,Cliente 7,Compra,289.73,Elo,Não
2023-06-12 07:23:33,Cliente 5,Saque,3705.71,Elo,Não
2023-06-28 09:30:47,Cliente 9,Estorno,2786.98,Elo,Sim
2023-10-13 21:02:35,Cliente 3,Fraude,3462.12,Visa,Não
2023-10-31 20:07:34,Cliente 7,Saque,1038.12,Amex,Sim
2023-05-02 19:51:07,Cliente 8,Fraude,4028.2,Visa,Não
2023-08-12 23:11:29,Cliente 1,Saque,4293.67,Visa,Não
2023-12-27 11:52:16,Cliente 10,Compra,4293.19,MasterCard,Sim
2023-01-10 07:39:01,Cliente 4,Fraude,4316.34,MasterCard,Não
2023-06-05 15:32:00,Cliente 8,Fraude,4023.96,Elo,Não
2023-03-06 17:30:23,Cliente 10,Saque,233.62,MasterCard,Sim
2023-03-26 11:19:18,Cliente 5,Compra,3305.03,Amex,Sim
2023-04-28 20:20:18,Cliente 6,Fraude,3421.85,MasterCard,Sim
2023-10-09 01:53:18,Cliente 3,Fraude,599.13,Elo,Não
2023-04-02 18:31:47,Cliente 3,Saque,4378.6,Amex,Não
2023-12-04 14:58:17,Cliente 7,Fraude,3105.78,Amex,Sim
2023-09-14 19:34:34,Cliente 6,Compra,1103.78,MasterCard,Não
2023-10-30 19:31:06,Cliente 6,Estorno,3170.92,Visa,Não
2023-04-21 19:32:10,Cliente 10,Fraude,852.57,Amex,Não
2023-02-28 01:10:39,Cliente 8,Fraude,2408.61,Elo,Sim
2023-05-04 22:18:18,Cliente 7,Saque,2482.44,Elo,Sim
2023-03-31 11:02:11,Cliente 3,Compra,2402.48,Elo,Sim
2023-11-23 05:56:51,Cliente 10,Saque,4117.25,MasterCard,Não
2023-09-05 17:58:25,Cliente 7,Estorno,4919.27,Elo,Sim
2023-10-16 13:57:03,Cliente 9,Saque,466.81,Elo,Não
2023-01-13 18:29:55,Cliente 6,Compra,4281.21,MasterCard,Sim
2023-01-17 17:54:34,Cliente 10,Saque,2487.62,Amex,Sim
2023-03-27 10:05:46,Cliente 5,Compra,2232.87,Amex,Sim
2023-10-02 10:29:39,Cliente 4,Estorno,126.19,Visa,Não
2023-06-03 07:37:44,Cliente 2,Compra,2782.29,Amex,Sim
2023-12-26 06:44:23,Cliente 7,Fraude,4388.99,Visa,Sim
2023-10-29 03:55:18,Cliente 10,Compra,2234.03,MasterCard,Sim
2023-12-24 21:50:33,Cliente 8,Compra,2186.94,Elo,Sim
2023-03-01 23:11:08,Cliente 8,Saque,739.98,Amex,Não
2023-02-16 12:31:44,Cliente 2,Compra,866.24,Visa,Não
2023-10-03 21:56:11,Cliente 1,Compra,2297.06,MasterCard,Não
2023-03-12 00:45:49,Cliente 3,Estorno,2300.58,Elo,Sim
2023-12-15 21:23:00,Cliente 4,Estorno,450.88,Visa,Sim
2023-01-18 23:04:43,Cliente 3,Saque,2661.57,Amex,Sim
2023-09-06 10:21:32,Cliente 1,Saque,1371.8,Visa,Não
2023-03-03 20:09:51,Cliente 5,Saque,1550.19,Elo,Não
2023-11-09 07:12:06,Cliente 5,Fraude,2037.74,Visa,Não
2023-10-25 04:33:31,Cliente 10,Fraude,66.57,Amex,Não
2023-08-16 14:56:15,Cliente 7,Estorno,2365.77,Amex,Sim
2023-04-06 04:53:45,Cliente 7,Fraude,2456.56,Elo,Sim
2023-02-05 06:53:04,Cliente 4,Saque,505.99,MasterCard,Sim
2023-01-10 17:59:08,Cliente 6,Compra,4062.52,Amex,Sim
2023-06-18 07:41:47,Cliente 5,Compra,678.15,Visa,Sim
2023-06-16 11:02:50,Cliente 1,Estorno,3981.71,MasterCard,Não
2023-07-17 07:02:52,Cliente 7,Compra,1528.98,Amex,Sim
2023-08-23 08:49:19,Cliente 3,Saque,3160.49,Visa,Não
2023-05-11 02:43:44,Cliente 6,Saque,1599.5,MasterCard,Não
2023-03-09 13:05:26,Cliente 2,Fraude,3825.26,MasterCard,Não
2023-10-03 13:26:45,Cliente 9,Estorno,86.42,Visa,Sim
2023-03-03 02:52:13,Cliente 4,Saque,3040.59,Elo,Não
2023-03-03 09:22:56,Cliente 3,Compra,259.3,Visa,Não
2023-11-20 17:05:57,Cliente 4,Fraude,4704.39,Visa,Sim
2023-10-30 08:54:52,Cliente 2,Fraude,4819.24,Elo,Não
2023-03-27 21:22:48,Cliente 8,Fraude,1780.93,Amex,Não
2023-07-03 01:20:08,Cliente 1,Estorno,1179.66,Elo,Sim
2023-04-06 05:09:12,Cliente 10,Saque,2611.33,Amex,Não
2023-03-11 11:20:05,Cliente 2,Compra,471.61,MasterCard,Sim
2023-07-29 21:01:04,Cliente 7,Estorno,4848.77,MasterCard,Não
2023-10-04 11:18:22,Cliente 7,Estorno,3320.07,MasterCard,Não
2023-05-10 17:55:48,Cliente 9,Saque,2486.87,Visa,Não
2023-06-09 03:31:38,Cliente 2,Compra,2338.77,MasterCard,Não
2023-08-21 11:15:18,Cliente 7,Estorno,1644.6,Visa,Sim
2023-06-29 14:12:42,Cliente 5,Fraude,3232.68,Visa,Sim
2023-08-14 13:55:11,Cliente 2,Saque,754.12,Visa,Não
2023-10-24 00:36:34,Cliente 5,Saque,4971.49,MasterCard,Sim
2023-04-29 18:13:43,Cliente 6,Estorno,249.3,Elo,Sim
2023-04-16 11:09:28,Cliente 6,Saque,52.41,MasterCard,Não
2023-07-01 15:12:12,Cliente 1,Estorno,3869.41,Visa,Sim
2023-03-12 18:16:25,Cliente 8,Fraude,2067.51,Visa,Não
2023-12-28 20:27:57,Cliente 6,Compra,1338.36,Visa,Não
2023-11-11 10:44:24,Cliente 9,Saque,3690.45,Amex,Não
2023-09-10 18:50:36,Cliente 2,Compra,3636.42,Visa,Não
2024-11-29 18:49:04,Cliente 8,Fraude,1437.67,Elo,Sim
2024-06-03 21:47:16,Cliente 1,Saque,2358.15,MasterCard,Sim
2024-04-14 06:13:39,Cliente 6,Fraude,133.62,Elo,Não
2024-05-10 13:32:43,Cliente 9,Fraude,4665.16,Amex,Não
2024-07-17 02:10:40,Cliente 10,Estorno,2008.62,Amex,Não
2024-01-22 03:17:45,Cliente 5,Saque,1873.91,MasterCard,Sim
2024-07-04 18:49:08,Cliente 9,Saque,3137.42,Elo,Sim
2024-06-28 12:52:26,Cliente 7,Fraude,4239.01,MasterCard,Não
2024-07-21 08:01:47,Cliente 7,Estorno,3686.6,MasterCard,Sim
2024-07-01 16:59:14,Cliente 5,Estorno,3754.6,MasterCard,Não
2024-10-12 23:01:06,Cliente 5,Saque,3686.12,Visa,Não
2024-09-27 17:28:05,Cliente 9,Saque,2516.06,Amex,Não
2024-04-30 03:13:32,Cliente 6,Saque,1769.3,MasterCard,Não
2024-07-16 00:09:29,Cliente 10,Saque,1942.62,Elo,Sim
2024-08-01 04:07:32,Cliente 4,Fraude,221.4,Elo,Sim
2024-07-08 11:33:07,Cliente 5,Fraude,3658.28,Visa,Sim
2024-06-21 04:09:44,Cliente 10,Fraude,1701.55,MasterCard,Não
2024-04-25 10:34:45,Cliente 1,Fraude,1106.35,Elo,Sim
2024-02-04 18:42:28,Cliente 3,Compra,1031.45,Visa,Não
2024-02-08 05:45:14,Cliente 10,Estorno,3017.76,Visa,Sim
2024-03-21 13:03:39,Cliente 10,Compra,3398.8,Amex,Não
2024-01-15 15:43:32,Cliente 9,Compra,3889.23,Amex,Não
2024-04-26 02:27:52,Cliente 7,Fraude,2915.35,MasterCard,Sim
2024-02-01 03:05:31,Cliente 1,Fraude,2900.44,Visa,Sim
2024-08-17 10:56:32,Cliente 4,Estorno,2094.15,Amex,Não
2024-06-26 15:49:58,Cliente 9,Saque,1322.82,Elo,Sim
2024-04-04 08:01:59,Cliente 6,Fraude,303.44,Visa,Sim
2024-06-13 01:48:51,Cliente 4,Estorno,4157.18,Amex,Sim
2024-09-25 03:59:44,Cliente 2,Saque,442.73,Amex,Não
2024-03-18 12:54:12,Cliente 8,Compra,1099.48,MasterCard,Não
2024-09-28 03:06:47,Cliente 4,Saque,2781.95,MasterCard,Sim
2024-08-06 15:48:12,Cliente 9,Saque,478.84,Elo,Sim
2024-10-20 01:01:12,Cliente 1,Saque,4087.09,Visa,Sim
2024-07-31 05:39:02,Cliente 5,Estorno,3020.29,MasterCard,Sim
2024-04-08 00:06:50,Cliente 9,Compra,1977.53,Elo,Sim
2024-08-19 07:54:30,Cliente 5,Fraude,3174.05,Visa,Não
2024-07-28 20:29:42,Cliente 10,Compra,2074.88,Amex,Não
2024-09-24 08:59:44,Cliente 5,Compra,50.37,Amex,Sim
2024-05-14 11:21:40,Cliente 4,Fraude,2799.51,MasterCard,Sim
2024-05-20 21:18:40,Cliente 9,Saque,2292.51,Visa,Não
2024-05-19 22:54:07,Cliente 1,Estorno,2144.14,Visa,Sim
2024-09-09 20:49:39,Cliente 4,Fraude,2116.7,Amex,Não
2024-04-08 01:38:33,Cliente 6,Saque,4091.14,Amex,Sim
2024-08-14 22:08:34,Cliente 4,Saque,4049.09,Visa,Não
2024-09-11 15:39:09,Cliente 7,Fraude,4879.49,Elo,Não
2024-08-31 03:40:34,Cliente 5,Compra,1809.99,MasterCard,Não
2024-11-04 04:25:40,Cliente 3,Compra,1270.6,MasterCard,Sim
2024-06-28 05:20:38,Cliente 6,Compra,2622.44,Visa,Sim
2024-11-30 03:32:27,Cliente 5,Compra,2195.57,MasterCard,Não
2024-03-02 15:06:02,Cliente 1,Estorno,3716.69,Amex,Não
2024-11-28 07:16:44,Cliente 6,Saque,3784.47,Elo,Sim
2024-03-02 17:38:39,Cliente 8,Estorno,4070.68,Elo,Não
2024-03-29 18:12:07,Cliente 6,Fraude,277.99,Elo,Sim
2024-06-22 15:58:49,Cliente 5,Saque,127.48,Visa,Não
2024-10-19 00:57:44,Cliente 10,Saque,4991.81,Amex,Sim
2024-12-04 17:54:05,Cliente 10,Estorno,4505.21,Visa,Não
2024-02-23 06:36:11,Cliente 4,Estorno,4698.79,MasterCard,Não
2024-01-21 01:59:46,Cliente 10,Fraude,2965.84,Amex,Sim
2024-04-20 04:44:47,Cliente 8,Compra,3981.58,Visa,Não
2024-05-13 14:27:23,Cliente 10,Estorno,2742.04,MasterCard,Sim
2024-06-24 21:04:59,Cliente 1,Saque,2141.63,Elo,Não
2024-10-28 09:16:01,Cliente 4,Compra,2341.49,Elo,Não
2024-05-31 10:34:00,Cliente 2,Estorno,2703.97,Elo,Não
2024-12-12 01:53:03,Cliente 4,Compra,426.7,MasterCard,Não
2024-03-17 05:30:51,Cliente 5,Fraude,956.02,Elo,Não
2024-09-04 00:58:18,Cliente 3,Saque,4984.65,Elo,Sim
2024-03-02 22:43:24,Cliente 6,Estorno,933.35,Elo,Não
2024-12-28 07:37:19,Cliente 4,Saque,4792.03,Amex,Não
2024-11-14 18:34:27,Cliente 8,Compra,2626.1,MasterCard,Não
2024-11-23 11:21:36,Cliente 9,Compra,1528.12,Amex,Não
2024-05-06 22:09:19,Cliente 10,Saque,2434.59,Visa,Não
2024-07-14 09:35:00,Cliente 8,Saque,4277.6,Elo,Não
2024-02-10 15:21:08,Cliente 1,Estorno,3636.4,Visa,Sim
2024-11-22 15:22:20,Cliente 5,Saque,1093.4,MasterCard,Sim
2024-06-12 18:24:54,Cliente 6,Estorno,1799.62,MasterCard,Sim
2024-11-14 07:05:39,Cliente 4,Fraude,2309.69,Elo,Sim
2024-01-05 17:24:13,Cliente 5,Saque,2833.12,Visa,Não
2024-07-08 19:03:43,Cliente 5,Estorno,4206.13,Amex,Sim
2024-12-17 21:01:39,Cliente 10,Estorno,4876.93,Amex,Não
2024-01-12 07:27:04,Cliente 6,Saque,1146.45,Visa,Não
2024-03-17 18:12:43,Cliente 7,Fraude,4063.07,Amex,Não
2024-10-22 06:10:45,Cliente 1,Fraude,2524.96,Visa,Sim
2024-07-24 08:58:19,Cliente 5,Saque,3092.0,Visa,Não
2024-10-21 05:23:08,Cliente 8,Saque,1867.39,Elo,Sim
2024-08-15 13:52:35,Cliente 8,Fraude,4302.77,Amex,Não
2024-12-27 09:10:27,Cliente 10,Saque,509.48,Visa,Sim
2024-09-30 12:33:49,Cliente 10,Saque,2779.62,Visa,Sim
2024-11-07 16:02:26,Cliente 1,Fraude,3336.85,Elo,Sim
2024-08-28 04:51:38,Cliente 9,Compra,249.96,Elo,Sim
2024-08-10 00:18:22,Cliente 1,Estorno,3554.45,Amex,Sim
2024-10-06 16:34:17,Cliente 4,Estorno,4716.34,Visa,Não
2024-11-23 10:48:24,Cliente 2,Estorno,2186.81,Amex,Não
2024-11-25 21:17:38,Cliente 4,Saque,3604.42,Visa,Sim
2024-02-16 05:48:23,Cliente 8,Fraude,464.4,Visa,Sim
2024-06-25 09:46:17,Cliente 9,Estorno,402.04,Visa,Sim
2024-07-29 03:28:28,Cliente 10,Saque,4957.01,Elo,Não
2024-12-14 19:11:51,Cliente 2,Estorno,4602.99,MasterCard,Não
2024-10-25 08:03:56,Cliente 1,Saque,4747.21,MasterCard,Não
2024-01-26 10:59:05,Cliente 6,Compra,4058.91,Elo,Não
2024-09-11 22:05:36,Cliente 8,Fraude,3888.86,Amex,Não
2024-01-08 11:36:44,Cliente 1,Saque,1973.53,MasterCard,Não
2024-11-23 15:33:34,Cliente 5,Estorno,1097.66,Amex,Sim
2024-07-15 01:55:20,Cliente 8,Estorno,2893.92,Amex,Sim
2024-05-04 09:38:27,Cliente 3,Compra,2673.41,Elo,Não
2024-05-11 09:14:23,Cliente 2,Estorno,4149.19,Amex,Não
2024-07-16 04:33:06,Cliente 3,Saque,3128.83,Visa,Sim
2024-09-08 21:25:15,Cliente 5,Saque,2469.2,MasterCard,Não
2024-01-31 09:58:59,Cliente 5,Saque,2753.32,Visa,Não
2024-08-18 06:15:19,Cliente 6,Estorno,901.24,Amex,Sim
2024-06-07 16:45:44,Cliente 6,Estorno,4666.88,MasterCard,Não
2024-09-24 23:28:44,Cliente 6,Compra,3213.9,MasterCard,Não
2024-07-17 05:38:03,Cliente 4,Fraude,2809.82,Visa,Sim
2024-05-24 22:07:45,Cliente 9,Compra,1918.89,Visa,Sim
2024-10-03 20:20:10,Cliente 4,Saque,989.68,Visa,Sim
2024-07-20 21:33:35,Cliente 7,Estorno,953.19,Amex,Sim
2024-03-27 19:12:54,Cliente 3,Compra,4855.61,Elo,Não
2024-05-03 21:21:05,Cliente 2,Saque,2586.79,Visa,Sim
2024-08-18 08:18:12,Cliente 7,Estorno,3913.1,Visa,Não
2024-06-14 07:58:17,Cliente 10,Fraude,570.06,Visa,Sim
